Module	SS	Quartile	type	variable	value
M8.9	Resnik	Q0	terms	rep	27.586206896551722
M8.9	Resnik	Q0	genes	rep	92.3076923076923
M8.9	Resnik	Q1	terms	rep_inc	10.344827586206897
M8.9	Resnik	Q1	genes	rep_inc	69.23076923076923
M8.9	Resnik	Q2	terms	rep_inc	3.4482758620689653
M8.9	Resnik	Q2	genes	rep_inc	30.76923076923077
M8.9	Resnik	Q3	terms	rep_inc	3.4482758620689653
M8.9	Resnik	Q3	genes	rep_inc	30.76923076923077
M8.9	Lin	Q0	terms	rep	23.333333333333332
M8.9	Lin	Q0	genes	rep	92.3076923076923
M8.9	Lin	Q1	terms	rep_inc	13.333333333333334
M8.9	Lin	Q1	genes	rep_inc	69.23076923076923
M8.9	Lin	Q2	terms	rep_inc	3.3333333333333335
M8.9	Lin	Q2	genes	rep_inc	30.76923076923077
M8.9	Lin	Q3	terms	rep_inc	3.3333333333333335
M8.9	Lin	Q3	genes	rep_inc	30.76923076923077
M8.9	Nunivers	Q0	terms	rep	14.285714285714286
M8.9	Nunivers	Q0	genes	rep	100.0
M8.9	Nunivers	Q1	terms	rep_inc	9.523809523809524
M8.9	Nunivers	Q1	genes	rep_inc	92.3076923076923
M8.9	Nunivers	Q2	terms	rep_inc	4.761904761904762
M8.9	Nunivers	Q2	genes	rep_inc	46.15384615384615
M8.9	Nunivers	Q3	terms	rep_inc	2.380952380952381
M8.9	Nunivers	Q3	genes	rep_inc	23.076923076923077
M8.9	AIC	Q0	terms	rep	17.647058823529413
M8.9	AIC	Q0	genes	rep	100.0
M8.9	AIC	Q1	terms	rep_inc	11.764705882352942
M8.9	AIC	Q1	genes	rep_inc	92.3076923076923
M8.9	AIC	Q2	terms	rep_inc	2.9411764705882355
M8.9	AIC	Q2	genes	rep_inc	30.76923076923077
M8.9	AIC	Q3	terms	rep_inc	2.9411764705882355
M8.9	AIC	Q3	genes	rep_inc	30.76923076923077
M8.9	DAVID	Q0	terms	rep	0.0
M8.9	DAVID	Q0	genes	rep	0.0
M8.9	DAVID	Q1	terms	rep_inc	0.0
M8.9	DAVID	Q1	genes	rep_inc	0.0
M8.9	DAVID	Q2	terms	rep_inc	0.0
M8.9	DAVID	Q2	genes	rep_inc	0.0
M8.9	DAVID	Q3	terms	rep_inc	0.0
M8.9	DAVID	Q3	genes	rep_inc	0.0
M8.8	DF	Q0	terms	rep	20.353982300884955
M8.8	DF	Q0	genes	rep	100.0
M8.8	DF	Q1	terms	rep_inc	16.8141592920354
M8.8	DF	Q1	genes	rep_inc	92.3076923076923
M8.8	DF	Q2	terms	rep_inc	9.734513274336283
M8.8	DF	Q2	genes	rep_inc	88.46153846153847
M8.8	DF	Q3	terms	rep_inc	4.424778761061947
M8.8	DF	Q3	genes	rep_inc	76.92307692307692
M8.8	Ganesan	Q0	terms	rep	50.0
M8.8	Ganesan	Q0	genes	rep	100.0
M8.8	Ganesan	Q1	terms	rep_inc	0.0
M8.8	Ganesan	Q1	genes	rep_inc	0.0
M8.8	Ganesan	Q2	terms	rep_inc	0.0
M8.8	Ganesan	Q2	genes	rep_inc	0.0
M8.8	Ganesan	Q3	terms	rep_inc	0.0
M8.8	Ganesan	Q3	genes	rep_inc	0.0
M8.8	LC	Q0	terms	rep	33.333333333333336
M8.8	LC	Q0	genes	rep	100.0
M8.8	LC	Q1	terms	rep_inc	0.0
M8.8	LC	Q1	genes	rep_inc	0.0
M8.8	LC	Q2	terms	rep_inc	0.0
M8.8	LC	Q2	genes	rep_inc	0.0
M8.8	LC	Q3	terms	rep_inc	0.0
M8.8	LC	Q3	genes	rep_inc	0.0
M8.8	PS	Q0	terms	rep	18.42105263157895
M8.8	PS	Q0	genes	rep	100.0
M8.8	PS	Q1	terms	rep_inc	0.0
M8.8	PS	Q1	genes	rep_inc	0.0
M8.8	PS	Q2	terms	rep_inc	0.0
M8.8	PS	Q2	genes	rep_inc	0.0
M8.8	PS	Q3	terms	rep_inc	0.0
M8.8	PS	Q3	genes	rep_inc	0.0
M8.8	Zhou	Q0	terms	rep	46.666666666666664
M8.8	Zhou	Q0	genes	rep	100.0
M8.8	Zhou	Q1	terms	rep_inc	0.0
M8.8	Zhou	Q1	genes	rep_inc	0.0
M8.8	Zhou	Q2	terms	rep_inc	0.0
M8.8	Zhou	Q2	genes	rep_inc	0.0
M8.8	Zhou	Q3	terms	rep_inc	0.0
M8.8	Zhou	Q3	genes	rep_inc	0.0
M8.8	Resnik	Q0	terms	rep	50.0
M8.8	Resnik	Q0	genes	rep	100.0
M8.8	Resnik	Q1	terms	rep_inc	28.571428571428573
M8.8	Resnik	Q1	genes	rep_inc	88.46153846153847
M8.8	Resnik	Q2	terms	rep_inc	15.476190476190476
M8.8	Resnik	Q2	genes	rep_inc	84.61538461538461
M8.8	Resnik	Q3	terms	rep_inc	5.9523809523809526
M8.8	Resnik	Q3	genes	rep_inc	53.84615384615385
M8.8	Lin	Q0	terms	rep	24.778761061946902
M8.8	Lin	Q0	genes	rep	100.0
M8.8	Lin	Q1	terms	rep_inc	11.504424778761061
M8.8	Lin	Q1	genes	rep_inc	88.46153846153847
M8.8	Lin	Q2	terms	rep_inc	5.3097345132743365
M8.8	Lin	Q2	genes	rep_inc	73.07692307692308
M8.8	Lin	Q3	terms	rep_inc	2.6548672566371683
M8.8	Lin	Q3	genes	rep_inc	53.84615384615385
M8.8	Nunivers	Q0	terms	rep	24.107142857142858
M8.8	Nunivers	Q0	genes	rep	100.0
M8.8	Nunivers	Q1	terms	rep_inc	20.535714285714285
M8.8	Nunivers	Q1	genes	rep_inc	96.15384615384616
M8.8	Nunivers	Q2	terms	rep_inc	10.714285714285714
M8.8	Nunivers	Q2	genes	rep_inc	92.3076923076923
M8.8	Nunivers	Q3	terms	rep_inc	4.464285714285714
M8.8	Nunivers	Q3	genes	rep_inc	76.92307692307692
M8.8	AIC	Q0	terms	rep	20.18348623853211
M8.8	AIC	Q0	genes	rep	100.0
M8.8	AIC	Q1	terms	rep_inc	16.513761467889907
M8.8	AIC	Q1	genes	rep_inc	92.3076923076923
M8.8	AIC	Q2	terms	rep_inc	9.174311926605505
M8.8	AIC	Q2	genes	rep_inc	88.46153846153847
M8.8	AIC	Q3	terms	rep_inc	3.669724770642202
M8.8	AIC	Q3	genes	rep_inc	76.92307692307692
M8.8	DAVID	Q0	terms	rep	25.0
M8.8	DAVID	Q0	genes	rep	53.84615384615385
M8.8	DAVID	Q1	terms	rep_inc	12.5
M8.8	DAVID	Q1	genes	rep_inc	42.30769230769231
M8.8	DAVID	Q2	terms	rep_inc	12.5
M8.8	DAVID	Q2	genes	rep_inc	42.30769230769231
M8.8	DAVID	Q3	terms	rep_inc	12.5
M8.8	DAVID	Q3	genes	rep_inc	42.30769230769231
M8.7	DF	Q0	terms	rep	10.666666666666666
M8.7	DF	Q0	genes	rep	76.19047619047619
M8.7	DF	Q1	terms	rep_inc	9.333333333333334
M8.7	DF	Q1	genes	rep_inc	71.42857142857143
M8.7	DF	Q2	terms	rep_inc	6.666666666666667
M8.7	DF	Q2	genes	rep_inc	61.904761904761905
M8.7	DF	Q3	terms	rep_inc	4.0
M8.7	DF	Q3	genes	rep_inc	47.61904761904762
M8.7	Ganesan	Q0	terms	rep	12.698412698412698
M8.7	Ganesan	Q0	genes	rep	85.71428571428571
M8.7	Ganesan	Q1	terms	rep_inc	9.523809523809524
M8.7	Ganesan	Q1	genes	rep_inc	76.19047619047619
M8.7	Ganesan	Q2	terms	rep_inc	7.936507936507937
M8.7	Ganesan	Q2	genes	rep_inc	76.19047619047619
M8.7	Ganesan	Q3	terms	rep_inc	3.1746031746031744
M8.7	Ganesan	Q3	genes	rep_inc	42.857142857142854
M8.7	LC	Q0	terms	rep	42.857142857142854
M8.7	LC	Q0	genes	rep	100.0
M8.7	LC	Q1	terms	rep_inc	0.0
M8.7	LC	Q1	genes	rep_inc	0.0
M8.7	LC	Q2	terms	rep_inc	0.0
M8.7	LC	Q2	genes	rep_inc	0.0
M8.7	LC	Q3	terms	rep_inc	0.0
M8.7	LC	Q3	genes	rep_inc	0.0
M8.7	PS	Q0	terms	rep	22.727272727272727
M8.7	PS	Q0	genes	rep	100.0
M8.7	PS	Q1	terms	rep_inc	0.0
M8.7	PS	Q1	genes	rep_inc	0.0
M8.7	PS	Q2	terms	rep_inc	0.0
M8.7	PS	Q2	genes	rep_inc	0.0
M8.7	PS	Q3	terms	rep_inc	0.0
M8.7	PS	Q3	genes	rep_inc	0.0
M8.7	Zhou	Q0	terms	rep	40.0
M8.7	Zhou	Q0	genes	rep	100.0
M8.7	Zhou	Q1	terms	rep_inc	0.0
M8.7	Zhou	Q1	genes	rep_inc	0.0
M8.7	Zhou	Q2	terms	rep_inc	0.0
M8.7	Zhou	Q2	genes	rep_inc	0.0
M8.7	Zhou	Q3	terms	rep_inc	0.0
M8.7	Zhou	Q3	genes	rep_inc	0.0
M8.7	Resnik	Q0	terms	rep	24.528301886792452
M8.7	Resnik	Q0	genes	rep	95.23809523809524
M8.7	Resnik	Q1	terms	rep_inc	11.320754716981131
M8.7	Resnik	Q1	genes	rep_inc	76.19047619047619
M8.7	Resnik	Q2	terms	rep_inc	7.547169811320755
M8.7	Resnik	Q2	genes	rep_inc	52.38095238095238
M8.7	Resnik	Q3	terms	rep_inc	5.660377358490566
M8.7	Resnik	Q3	genes	rep_inc	42.857142857142854
M8.7	Lin	Q0	terms	rep	12.903225806451612
M8.7	Lin	Q0	genes	rep	85.71428571428571
M8.7	Lin	Q1	terms	rep_inc	9.67741935483871
M8.7	Lin	Q1	genes	rep_inc	76.19047619047619
M8.7	Lin	Q2	terms	rep_inc	4.838709677419355
M8.7	Lin	Q2	genes	rep_inc	57.142857142857146
M8.7	Lin	Q3	terms	rep_inc	3.225806451612903
M8.7	Lin	Q3	genes	rep_inc	47.61904761904762
M8.7	Nunivers	Q0	terms	rep	10.0
M8.7	Nunivers	Q0	genes	rep	80.95238095238095
M8.7	Nunivers	Q1	terms	rep_inc	7.5
M8.7	Nunivers	Q1	genes	rep_inc	71.42857142857143
M8.7	Nunivers	Q2	terms	rep_inc	5.0
M8.7	Nunivers	Q2	genes	rep_inc	57.142857142857146
M8.7	Nunivers	Q3	terms	rep_inc	3.75
M8.7	Nunivers	Q3	genes	rep_inc	47.61904761904762
M8.7	AIC	Q0	terms	rep	14.285714285714286
M8.7	AIC	Q0	genes	rep	80.95238095238095
M8.7	AIC	Q1	terms	rep_inc	10.0
M8.7	AIC	Q1	genes	rep_inc	71.42857142857143
M8.7	AIC	Q2	terms	rep_inc	7.142857142857143
M8.7	AIC	Q2	genes	rep_inc	61.904761904761905
M8.7	AIC	Q3	terms	rep_inc	4.285714285714286
M8.7	AIC	Q3	genes	rep_inc	47.61904761904762
M8.7	DAVID	Q0	terms	rep	33.333333333333336
M8.7	DAVID	Q0	genes	rep	42.857142857142854
M8.7	DAVID	Q1	terms	rep_inc	33.333333333333336
M8.7	DAVID	Q1	genes	rep_inc	42.857142857142854
M8.7	DAVID	Q2	terms	rep_inc	33.333333333333336
M8.7	DAVID	Q2	genes	rep_inc	42.857142857142854
M8.7	DAVID	Q3	terms	rep_inc	33.333333333333336
M8.7	DAVID	Q3	genes	rep_inc	42.857142857142854
M8.6	DF	Q0	terms	rep	15.730337078651685
M8.6	DF	Q0	genes	rep	81.48148148148148
M8.6	DF	Q1	terms	rep_inc	14.606741573033707
M8.6	DF	Q1	genes	rep_inc	77.77777777777777
M8.6	DF	Q2	terms	rep_inc	10.112359550561798
M8.6	DF	Q2	genes	rep_inc	66.66666666666667
M8.6	DF	Q3	terms	rep_inc	4.49438202247191
M8.6	DF	Q3	genes	rep_inc	37.03703703703704
M8.6	Ganesan	Q0	terms	rep	17.80821917808219
M8.6	Ganesan	Q0	genes	rep	92.5925925925926
M8.6	Ganesan	Q1	terms	rep_inc	10.95890410958904
M8.6	Ganesan	Q1	genes	rep_inc	77.77777777777777
M8.6	Ganesan	Q2	terms	rep_inc	5.47945205479452
M8.6	Ganesan	Q2	genes	rep_inc	48.148148148148145
M8.6	Ganesan	Q3	terms	rep_inc	2.73972602739726
M8.6	Ganesan	Q3	genes	rep_inc	25.925925925925927
M8.6	LC	Q0	terms	rep	85.71428571428571
M8.6	LC	Q0	genes	rep	100.0
M8.6	LC	Q1	terms	rep_inc	0.0
M8.6	LC	Q1	genes	rep_inc	0.0
M8.6	LC	Q2	terms	rep_inc	0.0
M8.6	LC	Q2	genes	rep_inc	0.0
M8.6	LC	Q3	terms	rep_inc	0.0
M8.6	LC	Q3	genes	rep_inc	0.0
M8.6	PS	Q0	terms	rep	32.0
M8.6	PS	Q0	genes	rep	100.0
M8.6	PS	Q1	terms	rep_inc	8.0
M8.6	PS	Q1	genes	rep_inc	55.55555555555556
M8.6	PS	Q2	terms	rep_inc	4.0
M8.6	PS	Q2	genes	rep_inc	29.62962962962963
M8.6	PS	Q3	terms	rep_inc	2.0
M8.6	PS	Q3	genes	rep_inc	22.22222222222222
M8.6	Zhou	Q0	terms	rep	57.142857142857146
M8.6	Zhou	Q0	genes	rep	100.0
M8.6	Zhou	Q1	terms	rep_inc	0.0
M8.6	Zhou	Q1	genes	rep_inc	0.0
M8.6	Zhou	Q2	terms	rep_inc	0.0
M8.6	Zhou	Q2	genes	rep_inc	0.0
M8.6	Zhou	Q3	terms	rep_inc	0.0
M8.6	Zhou	Q3	genes	rep_inc	0.0
M8.6	Resnik	Q0	terms	rep	40.38461538461539
M8.6	Resnik	Q0	genes	rep	100.0
M8.6	Resnik	Q1	terms	rep_inc	15.384615384615385
M8.6	Resnik	Q1	genes	rep_inc	70.37037037037037
M8.6	Resnik	Q2	terms	rep_inc	7.6923076923076925
M8.6	Resnik	Q2	genes	rep_inc	33.333333333333336
M8.6	Resnik	Q3	terms	rep_inc	5.769230769230769
M8.6	Resnik	Q3	genes	rep_inc	25.925925925925927
M8.6	Lin	Q0	terms	rep	28.333333333333332
M8.6	Lin	Q0	genes	rep	100.0
M8.6	Lin	Q1	terms	rep_inc	13.333333333333334
M8.6	Lin	Q1	genes	rep_inc	77.77777777777777
M8.6	Lin	Q2	terms	rep_inc	5.0
M8.6	Lin	Q2	genes	rep_inc	40.74074074074074
M8.6	Lin	Q3	terms	rep_inc	1.6666666666666667
M8.6	Lin	Q3	genes	rep_inc	22.22222222222222
M8.6	Nunivers	Q0	terms	rep	20.77922077922078
M8.6	Nunivers	Q0	genes	rep	85.18518518518519
M8.6	Nunivers	Q1	terms	rep_inc	16.883116883116884
M8.6	Nunivers	Q1	genes	rep_inc	77.77777777777777
M8.6	Nunivers	Q2	terms	rep_inc	9.090909090909092
M8.6	Nunivers	Q2	genes	rep_inc	51.851851851851855
M8.6	Nunivers	Q3	terms	rep_inc	5.194805194805195
M8.6	Nunivers	Q3	genes	rep_inc	29.62962962962963
M8.6	AIC	Q0	terms	rep	33.333333333333336
M8.6	AIC	Q0	genes	rep	100.0
M8.6	AIC	Q1	terms	rep_inc	17.54385964912281
M8.6	AIC	Q1	genes	rep_inc	85.18518518518519
M8.6	AIC	Q2	terms	rep_inc	10.526315789473685
M8.6	AIC	Q2	genes	rep_inc	66.66666666666667
M8.6	AIC	Q3	terms	rep_inc	1.7543859649122806
M8.6	AIC	Q3	genes	rep_inc	22.22222222222222
M8.6	DAVID	Q0	terms	rep	25.0
M8.6	DAVID	Q0	genes	rep	11.11111111111111
M8.6	DAVID	Q1	terms	rep_inc	25.0
M8.6	DAVID	Q1	genes	rep_inc	11.11111111111111
M8.6	DAVID	Q2	terms	rep_inc	25.0
M8.6	DAVID	Q2	genes	rep_inc	11.11111111111111
M8.6	DAVID	Q3	terms	rep_inc	0.0
M8.6	DAVID	Q3	genes	rep_inc	0.0
M8.5	DF	Q0	terms	rep	24.193548387096776
M8.5	DF	Q0	genes	rep	96.29629629629629
M8.5	DF	Q1	terms	rep_inc	17.741935483870968
M8.5	DF	Q1	genes	rep_inc	74.07407407407408
M8.5	DF	Q2	terms	rep_inc	6.451612903225806
M8.5	DF	Q2	genes	rep_inc	51.851851851851855
M8.5	DF	Q3	terms	rep_inc	3.225806451612903
M8.5	DF	Q3	genes	rep_inc	40.74074074074074
M8.5	Ganesan	Q0	terms	rep	25.0
M8.5	Ganesan	Q0	genes	rep	100.0
M8.5	Ganesan	Q1	terms	rep_inc	16.176470588235293
M8.5	Ganesan	Q1	genes	rep_inc	74.07407407407408
M8.5	Ganesan	Q2	terms	rep_inc	8.823529411764707
M8.5	Ganesan	Q2	genes	rep_inc	51.851851851851855
M8.5	Ganesan	Q3	terms	rep_inc	4.411764705882353
M8.5	Ganesan	Q3	genes	rep_inc	40.74074074074074
M8.5	LC	Q0	terms	rep	42.857142857142854
M8.5	LC	Q0	genes	rep	100.0
M8.5	LC	Q1	terms	rep_inc	0.0
M8.5	LC	Q1	genes	rep_inc	0.0
M8.5	LC	Q2	terms	rep_inc	0.0
M8.5	LC	Q2	genes	rep_inc	0.0
M8.5	LC	Q3	terms	rep_inc	0.0
M8.5	LC	Q3	genes	rep_inc	0.0
M8.5	PS	Q0	terms	rep	27.142857142857142
M8.5	PS	Q0	genes	rep	96.29629629629629
M8.5	PS	Q1	terms	rep_inc	17.142857142857142
M8.5	PS	Q1	genes	rep_inc	77.77777777777777
M8.5	PS	Q2	terms	rep_inc	7.142857142857143
M8.5	PS	Q2	genes	rep_inc	51.851851851851855
M8.5	PS	Q3	terms	rep_inc	2.857142857142857
M8.5	PS	Q3	genes	rep_inc	40.74074074074074
M8.5	Zhou	Q0	terms	rep	54.54545454545455
M8.5	Zhou	Q0	genes	rep	100.0
M8.5	Zhou	Q1	terms	rep_inc	0.0
M8.5	Zhou	Q1	genes	rep_inc	0.0
M8.5	Zhou	Q2	terms	rep_inc	0.0
M8.5	Zhou	Q2	genes	rep_inc	0.0
M8.5	Zhou	Q3	terms	rep_inc	0.0
M8.5	Zhou	Q3	genes	rep_inc	0.0
M8.5	Resnik	Q0	terms	rep	31.147540983606557
M8.5	Resnik	Q0	genes	rep	100.0
M8.5	Resnik	Q1	terms	rep_inc	13.114754098360656
M8.5	Resnik	Q1	genes	rep_inc	59.25925925925926
M8.5	Resnik	Q2	terms	rep_inc	8.19672131147541
M8.5	Resnik	Q2	genes	rep_inc	48.148148148148145
M8.5	Resnik	Q3	terms	rep_inc	6.557377049180328
M8.5	Resnik	Q3	genes	rep_inc	40.74074074074074
M8.5	Lin	Q0	terms	rep	37.5
M8.5	Lin	Q0	genes	rep	88.88888888888889
M8.5	Lin	Q1	terms	rep_inc	18.75
M8.5	Lin	Q1	genes	rep_inc	62.96296296296296
M8.5	Lin	Q2	terms	rep_inc	10.416666666666666
M8.5	Lin	Q2	genes	rep_inc	51.851851851851855
M8.5	Lin	Q3	terms	rep_inc	2.0833333333333335
M8.5	Lin	Q3	genes	rep_inc	11.11111111111111
M8.5	Nunivers	Q0	terms	rep	19.17808219178082
M8.5	Nunivers	Q0	genes	rep	81.48148148148148
M8.5	Nunivers	Q1	terms	rep_inc	13.698630136986301
M8.5	Nunivers	Q1	genes	rep_inc	62.96296296296296
M8.5	Nunivers	Q2	terms	rep_inc	9.58904109589041
M8.5	Nunivers	Q2	genes	rep_inc	51.851851851851855
M8.5	Nunivers	Q3	terms	rep_inc	5.47945205479452
M8.5	Nunivers	Q3	genes	rep_inc	44.44444444444444
M8.5	AIC	Q0	terms	rep	29.310344827586206
M8.5	AIC	Q0	genes	rep	100.0
M8.5	AIC	Q1	terms	rep_inc	18.96551724137931
M8.5	AIC	Q1	genes	rep_inc	74.07407407407408
M8.5	AIC	Q2	terms	rep_inc	6.896551724137931
M8.5	AIC	Q2	genes	rep_inc	51.851851851851855
M8.5	AIC	Q3	terms	rep_inc	3.4482758620689653
M8.5	AIC	Q3	genes	rep_inc	40.74074074074074
M8.5	DAVID	Q0	terms	rep	66.66666666666667
M8.5	DAVID	Q0	genes	rep	33.333333333333336
M8.5	DAVID	Q1	terms	rep_inc	66.66666666666667
M8.5	DAVID	Q1	genes	rep_inc	33.333333333333336
M8.5	DAVID	Q2	terms	rep_inc	66.66666666666667
M8.5	DAVID	Q2	genes	rep_inc	33.333333333333336
M8.5	DAVID	Q3	terms	rep_inc	66.66666666666667
M8.5	DAVID	Q3	genes	rep_inc	33.333333333333336
M8.4	DF	Q0	terms	rep	25.96153846153846
M8.4	DF	Q0	genes	rep	96.66666666666667
M8.4	DF	Q1	terms	rep_inc	18.26923076923077
M8.4	DF	Q1	genes	rep_inc	90.0
M8.4	DF	Q2	terms	rep_inc	9.615384615384615
M8.4	DF	Q2	genes	rep_inc	60.0
M8.4	DF	Q3	terms	rep_inc	4.8076923076923075
M8.4	DF	Q3	genes	rep_inc	33.333333333333336
M8.4	Ganesan	Q0	terms	rep	28.037383177570092
M8.4	Ganesan	Q0	genes	rep	90.0
M8.4	Ganesan	Q1	terms	rep_inc	17.757009345794394
M8.4	Ganesan	Q1	genes	rep_inc	80.0
M8.4	Ganesan	Q2	terms	rep_inc	7.4766355140186915
M8.4	Ganesan	Q2	genes	rep_inc	50.0
M8.4	Ganesan	Q3	terms	rep_inc	4.672897196261682
M8.4	Ganesan	Q3	genes	rep_inc	36.666666666666664
M8.4	LC	Q0	terms	rep	78.57142857142857
M8.4	LC	Q0	genes	rep	100.0
M8.4	LC	Q1	terms	rep_inc	7.142857142857143
M8.4	LC	Q1	genes	rep_inc	10.0
M8.4	LC	Q2	terms	rep_inc	0.0
M8.4	LC	Q2	genes	rep_inc	0.0
M8.4	LC	Q3	terms	rep_inc	0.0
M8.4	LC	Q3	genes	rep_inc	0.0
M8.4	PS	Q0	terms	rep	34.285714285714285
M8.4	PS	Q0	genes	rep	90.0
M8.4	PS	Q1	terms	rep_inc	13.333333333333334
M8.4	PS	Q1	genes	rep_inc	73.33333333333333
M8.4	PS	Q2	terms	rep_inc	5.714285714285714
M8.4	PS	Q2	genes	rep_inc	50.0
M8.4	PS	Q3	terms	rep_inc	1.9047619047619047
M8.4	PS	Q3	genes	rep_inc	20.0
M8.4	Zhou	Q0	terms	rep	78.57142857142857
M8.4	Zhou	Q0	genes	rep	100.0
M8.4	Zhou	Q1	terms	rep_inc	7.142857142857143
M8.4	Zhou	Q1	genes	rep_inc	10.0
M8.4	Zhou	Q2	terms	rep_inc	0.0
M8.4	Zhou	Q2	genes	rep_inc	0.0
M8.4	Zhou	Q3	terms	rep_inc	0.0
M8.4	Zhou	Q3	genes	rep_inc	0.0
M8.4	Resnik	Q0	terms	rep	50.0
M8.4	Resnik	Q0	genes	rep	100.0
M8.4	Resnik	Q1	terms	rep_inc	19.642857142857142
M8.4	Resnik	Q1	genes	rep_inc	56.666666666666664
M8.4	Resnik	Q2	terms	rep_inc	8.928571428571429
M8.4	Resnik	Q2	genes	rep_inc	43.333333333333336
M8.4	Resnik	Q3	terms	rep_inc	1.7857142857142858
M8.4	Resnik	Q3	genes	rep_inc	13.333333333333334
M8.4	Lin	Q0	terms	rep	36.36363636363637
M8.4	Lin	Q0	genes	rep	100.0
M8.4	Lin	Q1	terms	rep_inc	19.48051948051948
M8.4	Lin	Q1	genes	rep_inc	70.0
M8.4	Lin	Q2	terms	rep_inc	6.4935064935064934
M8.4	Lin	Q2	genes	rep_inc	43.333333333333336
M8.4	Lin	Q3	terms	rep_inc	3.896103896103896
M8.4	Lin	Q3	genes	rep_inc	30.0
M8.4	Nunivers	Q0	terms	rep	23.80952380952381
M8.4	Nunivers	Q0	genes	rep	96.66666666666667
M8.4	Nunivers	Q1	terms	rep_inc	17.142857142857142
M8.4	Nunivers	Q1	genes	rep_inc	80.0
M8.4	Nunivers	Q2	terms	rep_inc	10.476190476190476
M8.4	Nunivers	Q2	genes	rep_inc	53.333333333333336
M8.4	Nunivers	Q3	terms	rep_inc	4.761904761904762
M8.4	Nunivers	Q3	genes	rep_inc	30.0
M8.4	AIC	Q0	terms	rep	25.96153846153846
M8.4	AIC	Q0	genes	rep	96.66666666666667
M8.4	AIC	Q1	terms	rep_inc	19.23076923076923
M8.4	AIC	Q1	genes	rep_inc	90.0
M8.4	AIC	Q2	terms	rep_inc	9.615384615384615
M8.4	AIC	Q2	genes	rep_inc	60.0
M8.4	AIC	Q3	terms	rep_inc	4.8076923076923075
M8.4	AIC	Q3	genes	rep_inc	33.333333333333336
M8.4	DAVID	Q0	terms	rep	25.0
M8.4	DAVID	Q0	genes	rep	30.0
M8.4	DAVID	Q1	terms	rep_inc	25.0
M8.4	DAVID	Q1	genes	rep_inc	30.0
M8.4	DAVID	Q2	terms	rep_inc	12.5
M8.4	DAVID	Q2	genes	rep_inc	20.0
M8.4	DAVID	Q3	terms	rep_inc	0.0
M8.4	DAVID	Q3	genes	rep_inc	0.0
M8.3	DF	Q0	terms	rep	21.374045801526716
M8.3	DF	Q0	genes	rep	90.9090909090909
M8.3	DF	Q1	terms	rep_inc	16.03053435114504
M8.3	DF	Q1	genes	rep_inc	90.9090909090909
M8.3	DF	Q2	terms	rep_inc	10.687022900763358
M8.3	DF	Q2	genes	rep_inc	81.81818181818181
M8.3	DF	Q3	terms	rep_inc	4.580152671755725
M8.3	DF	Q3	genes	rep_inc	63.63636363636363
M8.3	Ganesan	Q0	terms	rep	66.66666666666667
M8.3	Ganesan	Q0	genes	rep	100.0
M8.3	Ganesan	Q1	terms	rep_inc	0.0
M8.3	Ganesan	Q1	genes	rep_inc	0.0
M8.3	Ganesan	Q2	terms	rep_inc	0.0
M8.3	Ganesan	Q2	genes	rep_inc	0.0
M8.3	Ganesan	Q3	terms	rep_inc	0.0
M8.3	Ganesan	Q3	genes	rep_inc	0.0
M8.3	LC	Q0	terms	rep	50.0
M8.3	LC	Q0	genes	rep	100.0
M8.3	LC	Q1	terms	rep_inc	0.0
M8.3	LC	Q1	genes	rep_inc	0.0
M8.3	LC	Q2	terms	rep_inc	0.0
M8.3	LC	Q2	genes	rep_inc	0.0
M8.3	LC	Q3	terms	rep_inc	0.0
M8.3	LC	Q3	genes	rep_inc	0.0
M8.3	PS	Q0	terms	rep	42.857142857142854
M8.3	PS	Q0	genes	rep	100.0
M8.3	PS	Q1	terms	rep_inc	7.142857142857143
M8.3	PS	Q1	genes	rep_inc	15.151515151515152
M8.3	PS	Q2	terms	rep_inc	0.0
M8.3	PS	Q2	genes	rep_inc	0.0
M8.3	PS	Q3	terms	rep_inc	0.0
M8.3	PS	Q3	genes	rep_inc	0.0
M8.3	Zhou	Q0	terms	rep	55.55555555555556
M8.3	Zhou	Q0	genes	rep	100.0
M8.3	Zhou	Q1	terms	rep_inc	0.0
M8.3	Zhou	Q1	genes	rep_inc	0.0
M8.3	Zhou	Q2	terms	rep_inc	0.0
M8.3	Zhou	Q2	genes	rep_inc	0.0
M8.3	Zhou	Q3	terms	rep_inc	0.0
M8.3	Zhou	Q3	genes	rep_inc	0.0
M8.3	Resnik	Q0	terms	rep	30.833333333333332
M8.3	Resnik	Q0	genes	rep	100.0
M8.3	Resnik	Q1	terms	rep_inc	21.666666666666668
M8.3	Resnik	Q1	genes	rep_inc	87.87878787878788
M8.3	Resnik	Q2	terms	rep_inc	14.166666666666666
M8.3	Resnik	Q2	genes	rep_inc	66.66666666666667
M8.3	Resnik	Q3	terms	rep_inc	9.166666666666666
M8.3	Resnik	Q3	genes	rep_inc	51.515151515151516
M8.3	Lin	Q0	terms	rep	32.03883495145631
M8.3	Lin	Q0	genes	rep	100.0
M8.3	Lin	Q1	terms	rep_inc	19.41747572815534
M8.3	Lin	Q1	genes	rep_inc	87.87878787878788
M8.3	Lin	Q2	terms	rep_inc	9.70873786407767
M8.3	Lin	Q2	genes	rep_inc	66.66666666666667
M8.3	Lin	Q3	terms	rep_inc	4.854368932038835
M8.3	Lin	Q3	genes	rep_inc	51.515151515151516
